R,B,xF,F,q,N,xD,QR
3.4347389422875674,0.8321904207298123,0.7696417203750692,124.51891449818379,0.8620440927717136,16.0,0.8551574670834101,16.9531108112051
1.6891700138037922,1.0812862908716745,0.7811499112244722,95.78435087888153,0.9735955008232364,24.0,0.867944345804969,13.521466501201765
3.9603080900996472,1.5291073916321072,0.8207473326571662,107.48579757988844,1.15726892300541,21.0,0.9119414807301846,39.9641697626382
1.5226291136225325,1.5973133739606196,0.9095639939530582,116.10284212699187,1.100012209156502,23.0,1.0106266599478424,24.797549723438284
2.6384695722003024,2.309388961698302,0.45276037421583826,79.4347622646383,0.8099357127116386,25.0,0.5030670824620425,26.436645804482833
2.271116665567903,2.770917943405119,0.5395891989389545,96.22684626837282,0.8685543517453018,19.0,0.5995435543766161,39.36341511665696
4.343181593414157,2.86855285175462,0.7084164770710539,72.77063662533234,1.1902345200338031,24.0,0.7871294189678377,53.5390403546605
3.40443634017874,2.0252282118714007,0.29700604703016,73.76220222765645,0.9790052173420708,22.0,0.33000671892239997,28.542456566041707
2.1751390821701095,2.226198561240601,0.2709375717168163,114.24953985814057,0.8350887815093742,25.0,0.30104174635201814,31.002165696899358
1.76378990146851,2.5266126848150465,0.2863602220503607,77.33945367525294,0.8495250845841135,22.0,0.3181780245004008,18.68565445410382
4.633950737042167,0.592523186963169,0.7581521592918117,75.3271875714115,1.080985534033333,22.0,0.842391288102013,11.23584944321298
2.779428468671739,1.9419167966196287,0.8593509235667438,117.41020516317298,0.9969939230529918,18.0,0.9548343595186042,34.96002326450138
2.0518913615544516,1.9004324492555589,0.4999544509830554,112.79491350674863,0.9211276692675973,17.0,0.5555049455367282,27.957296272200463
1.388187984333507,1.1385835984137853,0.42213725504661925,116.22460082116,1.153827491506389,18.0,0.4690413944962436,15.59989512385472
3.8711506346800393,1.40861966702923,0.29084190675734656,124.47113267310928,0.8399328034254027,19.0,0.3231576741748295,36.77159539794998
2.42245863455063,1.5320408323565684,0.7715264404097077,73.72618617336897,1.017374369962855,21.0,0.8572516004552309,17.385159531888096
2.754042069828829,2.473730078335114,0.6249078078889683,125.43988139596566,1.1392047580455384,16.0,0.6943420087655203,52.06153903380172
4.976961818918615,1.4479969365173235,0.8970478508562767,106.08019436317755,0.99522943270744,18.0,0.9967198342847517,41.436887990295695
4.303953289540579,1.255461972925667,0.26292517477356747,76.0498522897003,0.8436225180732706,21.0,0.2921390830817416,18.18568504702132
2.308601619074641,1.036831733635176,0.2595636566173163,109.95503356525307,0.9677366279000937,23.0,0.2884040629081292,16.196624140974663
3.7943195713860067,2.4358076911417843,0.46790277787410944,113.03651203736433,1.1053993274275575,16.0,0.5198919754156772,52.20902480106047
2.7366818571960443,2.6142069682581615,0.3350754664314668,94.52577221423888,0.953678919596443,15.0,0.37230607381274083,40.390581379077936
2.5212078575138106,1.491284193217357,0.6034445972722802,121.24857475806064,1.098350600327816,23.0,0.6704939969692002,24.842818045270384
2.4328255333807802,1.9581178906252021,0.6238385481790327,89.96933081285285,1.1821092389770937,20.0,0.6931539424211474,27.182041607376508
2.022928483870376,0.6894089175440316,0.6052097117208262,83.27995797484553,0.9335671202248729,17.0,0.6724552352453623,6.8059328328129975
3.38200997283165,2.7138120813233337,0.6983279303992198,104.3403727410288,1.1457880934411935,19.0,0.7759199226657998,56.90599045196259
4.486894602195705,0.6284910868888232,0.7517757854575884,105.45195953175514,0.9003717746058517,22.0,0.8353064282862094,12.61521632098497
3.231492813789835,0.7863609048016246,0.9058165215082878,90.6643173572586,0.9521542542736948,22.0,1.0064628016758752,11.828390797068742
2.531112517343901,2.119914324492006,0.23649147043895305,83.96780892942301,1.1723933478789301,23.0,0.26276830048772565,26.09777213816268
4.246779840798079,1.7967580452619991,0.21841008042187263,70.8754765272465,0.8779618011390605,16.0,0.24267786713541403,25.099174565374152
2.4629777828524064,2.71902748270912,0.3206883919059481,90.35525443426057,0.8300949948199537,17.0,0.3563204354510534,33.983949839247686
2.4696152474361774,2.32267065971859,0.8908228206161335,85.23359621775482,1.0604429945206109,25.0,0.9898031340179261,31.514980151930708
1.4469629340457,2.4040856440830076,0.7295677466276371,72.98879573074014,0.8914169238368663,20.0,0.8106308295862635,15.815225261568916
4.119765598337499,2.905441865435156,0.6368926524701242,112.87676084837119,1.1118746911724156,23.0,0.7076585027445824,78.71745921190747
4.444314028741277,0.8926311040885446,0.7436470138923543,108.2076463328992,1.1832825697897382,16.0,0.8262744598803936,23.779496954389398
3.9119626018440625,0.8682783421634872,0.9029689252721407,96.63724221711361,1.12636858036266,16.0,1.003298805857934,18.455982578547832
1.744426622336937,0.6559277244696605,0.34302534175702615,100.10015136288594,0.8415412713784246,15.0,0.3811392686189179,6.0471479828550425
